USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE,EVENT_VALUE
synthetic_e76c9572,190,1733717738,click,1.0
synthetic_e76c9572,190,1738211318,view,1.0
synthetic_e76c9572,159,1731345638,view,1.0
synthetic_e76c9572,159,1735637258,click,1.0
synthetic_e76c9572,148,1730599178,view,1.0
synthetic_e76c9572,183,1727131538,click,1.0
synthetic_e76c9572,183,1724265458,view,1.0
synthetic_e76c9572,183,1730419838,view,1.0
synthetic_e76c9572,160,1726190978,share,1.0
synthetic_e76c9572,160,1734183398,view,1.0
synthetic_e76c9572,156,1730612078,view,1.0
synthetic_e76c9572,156,1726797458,click,1.0
synthetic_e76c9572,179,1725321398,view,1.0
synthetic_e76c9572,152,1734947978,click,1.0
synthetic_e76c9572,152,1733428298,view,1.0
synthetic_e76c9572,195,1732167938,view,1.0
synthetic_e76c9572,195,1733915378,share,1.0
synthetic_e76c9572,195,1733450498,view,1.0
synthetic_e76c9572,197,1726677458,view,1.0
synthetic_e76c9572,197,1723481018,view,1.0
synthetic_e76c9572,197,1730071418,view,1.0
synthetic_e76c9572,155,1733633978,view,1.0
synthetic_e76c9572,176,1730795198,view,1.0
synthetic_e76c9572,176,1726874798,view,1.0
synthetic_e76c9572,127,1725987458,share,1.0
synthetic_e76c9572,127,1734374018,click,1.0
synthetic_e76c9572,185,1727631698,view,1.0
synthetic_e76c9572,27,1729044758,click,1.0
synthetic_e76c9572,123,1728432278,click,1.0
synthetic_e76c9572,123,1732395038,view,1.0
synthetic_e76c9572,207,1735936418,view,1.0
synthetic_e76c9572,207,1730260358,view,1.0
synthetic_e76c9572,1,1724389838,view,1.0
synthetic_e76c9572,201,1738484738,view,1.0
synthetic_e76c9572,201,1726563758,view,1.0
synthetic_e76c9572,162,1723858418,view,1.0
synthetic_e76c9572,115,1732331438,click,1.0
synthetic_e76c9572,192,1734594038,view,1.0
synthetic_e76c9572,192,1732256618,view,1.0
synthetic_e76c9572,178,1733281118,view,1.0
synthetic_e76c9572,114,1731651338,click,1.0
synthetic_e76c9572,114,1726718858,view,1.0
synthetic_e76c9572,208,1728593798,click,1.0
synthetic_e76c9572,208,1736649758,view,1.0
synthetic_e76c9572,208,1723337918,view,1.0
synthetic_e76c9572,158,1732269698,click,1.0
synthetic_e76c9572,158,1725556178,share,1.0
synthetic_e76c9572,158,1729753478,view,1.0
synthetic_e76c9572,198,1737443618,view,1.0
synthetic_e76c9572,198,1727425298,click,1.0
synthetic_e76c9572,198,1727729378,view,1.0
synthetic_5d9e6e55,188,1735586378,view,1.0
synthetic_5d9e6e55,188,1724576018,click,1.0
synthetic_5d9e6e55,155,1724948978,view,1.0
synthetic_5d9e6e55,155,1733052818,click,1.0
synthetic_5d9e6e55,155,1727049278,view,1.0
synthetic_5d9e6e55,165,1725230618,view,1.0
synthetic_5d9e6e55,165,1735757978,view,1.0
synthetic_5d9e6e55,165,1732891118,view,1.0
synthetic_5d9e6e55,189,1731565238,click,1.0
synthetic_5d9e6e55,189,1731448118,view,1.0
synthetic_5d9e6e55,189,1726859318,view,1.0
synthetic_5d9e6e55,124,1727542598,view,1.0
synthetic_5d9e6e55,124,1738263578,view,1.0
synthetic_5d9e6e55,124,1727097098,view,1.0
synthetic_5d9e6e55,12,1728138458,click,1.0
synthetic_5d9e6e55,12,1733682938,view,1.0
synthetic_5d9e6e55,204,1723950398,view,1.0
synthetic_5d9e6e55,204,1738181678,click,1.0
synthetic_5d9e6e55,204,1730248358,view,1.0
synthetic_5d9e6e55,157,1726131638,click,1.0
synthetic_5d9e6e55,157,1729896218,view,1.0
synthetic_5d9e6e55,7,1735708478,view,1.0
synthetic_5d9e6e55,7,1723969598,view,1.0
synthetic_5d9e6e55,207,1729304318,view,1.0
synthetic_5d9e6e55,13,1734592178,view,1.0
synthetic_5d9e6e55,13,1730360798,view,1.0
synthetic_5d9e6e55,8,1737931478,view,1.0
synthetic_5d9e6e55,26,1724237438,share,1.0
synthetic_5d9e6e55,26,1729760618,view,1.0
synthetic_5d9e6e55,26,1733147498,click,1.0
synthetic_5d9e6e55,119,1738305698,view,1.0
synthetic_5d9e6e55,116,1735874438,view,1.0
synthetic_5d9e6e55,116,1726660058,share,1.0
synthetic_5d9e6e55,171,1732434998,click,1.0
synthetic_5d9e6e55,171,1724983838,view,1.0
synthetic_5d9e6e55,160,1733996378,click,1.0
synthetic_5d9e6e55,30,1729320158,view,1.0
synthetic_5d9e6e55,30,1736742038,view,1.0
synthetic_5d9e6e55,149,1728639998,click,1.0
synthetic_5d9e6e55,149,1725531938,share,1.0
synthetic_5d9e6e55,206,1732880258,view,1.0
synthetic_5d9e6e55,206,1734753398,click,1.0
synthetic_5d9e6e55,206,1724292638,view,1.0
synthetic_5d9e6e55,25,1732712738,click,1.0
synthetic_5d9e6e55,25,1734971258,share,1.0
synthetic_5d9e6e55,114,1732068398,view,1.0
synthetic_5d9e6e55,114,1724171738,view,1.0
synthetic_5d9e6e55,114,1731906158,view,1.0
synthetic_5d9e6e55,164,1725734198,view,1.0
synthetic_5d9e6e55,164,1726698278,view,1.0
synthetic_5d9e6e55,117,1727787398,view,1.0
synthetic_5d9e6e55,117,1734035198,view,1.0
synthetic_5d9e6e55,117,1724840918,click,1.0
synthetic_5d9e6e55,1,1730656358,click,1.0
synthetic_5d9e6e55,9,1725349838,view,1.0
synthetic_5d9e6e55,5,1732873478,view,1.0
synthetic_5d9e6e55,210,1732936478,view,1.0
synthetic_5d9e6e55,210,1737591278,view,1.0
synthetic_5d9e6e55,210,1730919818,view,1.0
synthetic_5d9e6e55,201,1734948578,share,1.0
synthetic_5d9e6e55,153,1733212058,click,1.0
synthetic_5d9e6e55,153,1725051818,click,1.0
synthetic_5d9e6e55,3,1733347298,click,1.0
synthetic_5d9e6e55,3,1728398678,click,1.0
synthetic_5d9e6e55,3,1724181278,view,1.0
synthetic_5d9e6e55,159,1732938458,click,1.0
synthetic_5d9e6e55,159,1730500538,view,1.0
synthetic_5d9e6e55,159,1728015218,click,1.0
synthetic_5d9e6e55,202,1726346558,share,1.0
synthetic_7511c6d1,194,1731798818,view,1.0
synthetic_7511c6d1,194,1732110278,view,1.0
synthetic_7511c6d1,22,1731165818,share,1.0
synthetic_7511c6d1,22,1725534938,view,1.0
synthetic_7511c6d1,22,1729043618,click,1.0
synthetic_7511c6d1,173,1726154678,view,1.0
synthetic_7511c6d1,173,1734738998,view,1.0
synthetic_7511c6d1,173,1725476258,view,1.0
synthetic_7511c6d1,14,1734328658,view,1.0
synthetic_7511c6d1,14,1725785438,click,1.0
synthetic_7511c6d1,14,1727263958,click,1.0
synthetic_7511c6d1,177,1728388178,view,1.0
synthetic_7511c6d1,177,1736393858,view,1.0
synthetic_7511c6d1,9,1732625918,view,1.0
synthetic_7511c6d1,195,1735139738,click,1.0
synthetic_7511c6d1,195,1723992158,click,1.0
synthetic_7511c6d1,213,1731312638,view,1.0
synthetic_7511c6d1,122,1723949078,view,1.0
synthetic_7511c6d1,193,1728986078,share,1.0
synthetic_7511c6d1,193,1729135478,click,1.0
synthetic_7511c6d1,193,1732602098,view,1.0
synthetic_7511c6d1,190,1735549598,view,1.0
synthetic_7511c6d1,190,1735812398,click,1.0
synthetic_7511c6d1,190,1727698778,click,1.0
synthetic_7511c6d1,124,1731595418,share,1.0
synthetic_7511c6d1,124,1736218658,click,1.0
synthetic_7511c6d1,205,1726620938,view,1.0
synthetic_7511c6d1,205,1727352698,share,1.0
synthetic_7511c6d1,205,1723196978,click,1.0
synthetic_7511c6d1,13,1733885078,view,1.0
synthetic_7511c6d1,13,1723718678,click,1.0
synthetic_7511c6d1,13,1733135498,view,1.0
synthetic_7511c6d1,6,1732466378,view,1.0
synthetic_7511c6d1,159,1728819518,click,1.0
synthetic_7511c6d1,159,1727519798,view,1.0
synthetic_7511c6d1,187,1734283298,view,1.0
synthetic_7511c6d1,187,1737145538,click,1.0
synthetic_7511c6d1,187,1735473938,view,1.0
synthetic_7511c6d1,111,1731182618,click,1.0
synthetic_7511c6d1,111,1733598698,click,1.0
synthetic_7511c6d1,111,1723922138,view,1.0
synthetic_7511c6d1,189,1732045838,view,1.0
synthetic_7511c6d1,28,1735038158,view,1.0
synthetic_7511c6d1,28,1731716798,click,1.0
synthetic_7511c6d1,28,1725450998,click,1.0
synthetic_7511c6d1,20,1728631238,share,1.0
synthetic_7511c6d1,20,1733731178,click,1.0
synthetic_7511c6d1,20,1738280318,view,1.0
synthetic_7511c6d1,19,1724242838,view,1.0
synthetic_7511c6d1,174,1724726438,view,1.0
synthetic_7511c6d1,174,1737377198,view,1.0
synthetic_7511c6d1,174,1735085978,view,1.0
synthetic_7511c6d1,30,1738527578,share,1.0
synthetic_7511c6d1,30,1731592298,view,1.0
synthetic_063a69e4,176,1725661179,view,1.0
synthetic_063a69e4,176,1729341219,click,1.0
synthetic_063a69e4,200,1727400099,view,1.0
synthetic_063a69e4,200,1727255739,click,1.0
synthetic_063a69e4,213,1729852719,view,1.0
synthetic_063a69e4,213,1734103959,share,1.0
synthetic_063a69e4,213,1727164479,share,1.0
synthetic_063a69e4,125,1735304679,view,1.0
synthetic_063a69e4,152,1732101039,click,1.0
synthetic_063a69e4,178,1725699939,share,1.0
synthetic_063a69e4,14,1726228059,click,1.0
synthetic_063a69e4,168,1732215939,share,1.0
synthetic_063a69e4,164,1730549319,view,1.0
synthetic_063a69e4,181,1733013519,view,1.0
synthetic_063a69e4,188,1733924199,view,1.0
synthetic_063a69e4,126,1731740859,view,1.0
synthetic_063a69e4,126,1725185739,view,1.0
synthetic_063a69e4,29,1736197179,share,1.0
synthetic_063a69e4,29,1735598259,view,1.0
synthetic_063a69e4,29,1726309359,view,1.0
synthetic_063a69e4,182,1733231859,view,1.0
synthetic_063a69e4,182,1734366459,view,1.0
synthetic_063a69e4,182,1725071319,view,1.0
synthetic_063a69e4,174,1733740779,share,1.0
synthetic_063a69e4,149,1723812699,view,1.0
synthetic_063a69e4,149,1731644619,share,1.0
synthetic_063a69e4,149,1726253079,view,1.0
synthetic_063a69e4,148,1728491079,view,1.0
synthetic_063a69e4,23,1737043659,share,1.0
synthetic_063a69e4,23,1728701259,view,1.0
synthetic_063a69e4,23,1734318039,view,1.0
synthetic_063a69e4,173,1727042919,share,1.0
synthetic_063a69e4,31,1730256939,view,1.0
synthetic_063a69e4,31,1730851299,share,1.0
synthetic_063a69e4,122,1725164619,view,1.0
synthetic_063a69e4,122,1726840419,view,1.0
synthetic_063a69e4,122,1737448299,view,1.0
synthetic_063a69e4,180,1737551319,click,1.0
synthetic_063a69e4,123,1729269579,view,1.0
synthetic_f801836c,198,1727005959,view,1.0
synthetic_f801836c,198,1738138299,view,1.0
synthetic_f801836c,198,1728589599,view,1.0
synthetic_f801836c,8,1735971339,view,1.0
synthetic_f801836c,8,1728560379,view,1.0
synthetic_f801836c,16,1724855259,view,1.0
synthetic_f801836c,16,1732839999,view,1.0
synthetic_f801836c,174,1727864799,view,1.0
synthetic_f801836c,214,1731157839,click,1.0
synthetic_f801836c,214,1735096119,click,1.0
synthetic_f801836c,125,1725332019,view,1.0
synthetic_f801836c,125,1726794039,view,1.0
synthetic_f801836c,193,1737272259,share,1.0
synthetic_f801836c,193,1725117999,click,1.0
synthetic_f801836c,208,1725418959,view,1.0
synthetic_f801836c,21,1729755279,view,1.0
synthetic_f801836c,197,1728617379,view,1.0
synthetic_f801836c,197,1724076279,click,1.0
synthetic_f801836c,188,1723514259,view,1.0
synthetic_f801836c,126,1736004039,view,1.0
synthetic_f801836c,126,1726709439,view,1.0
synthetic_f801836c,126,1727476059,view,1.0
synthetic_f801836c,22,1727673459,click,1.0
synthetic_f801836c,182,1726637499,view,1.0
synthetic_f801836c,150,1737022299,view,1.0
synthetic_f801836c,150,1724547039,view,1.0
synthetic_f801836c,179,1734768819,click,1.0
synthetic_f801836c,162,1726814499,view,1.0
synthetic_f801836c,162,1732650279,view,1.0
synthetic_f801836c,162,1733342799,click,1.0
synthetic_f801836c,117,1737466719,view,1.0
synthetic_f801836c,117,1731754719,view,1.0
synthetic_f801836c,117,1734528339,view,1.0
synthetic_f801836c,195,1734135879,view,1.0
synthetic_f801836c,195,1728942999,view,1.0
synthetic_f801836c,195,1738103259,view,1.0
synthetic_f801836c,190,1737443319,share,1.0
synthetic_f801836c,216,1726858119,click,1.0
synthetic_f801836c,216,1733972019,click,1.0
synthetic_f801836c,216,1733303739,click,1.0
synthetic_f801836c,177,1724366319,view,1.0
synthetic_f801836c,114,1730844279,view,1.0
synthetic_f801836c,114,1724703699,view,1.0
synthetic_f801836c,158,1725969159,view,1.0
synthetic_f801836c,158,1734968799,view,1.0
synthetic_f801836c,168,1723996059,share,1.0
synthetic_f801836c,163,1730594379,click,1.0
synthetic_f801836c,127,1726021599,view,1.0
synthetic_f801836c,189,1738422099,view,1.0
synthetic_f801836c,189,1726569099,view,1.0
synthetic_f801836c,189,1726756539,share,1.0
synthetic_f801836c,192,1725272259,click,1.0
synthetic_f801836c,192,1731008799,view,1.0
synthetic_f801836c,161,1736220339,share,1.0
synthetic_f801836c,161,1728656199,view,1.0
synthetic_f801836c,161,1736102739,view,1.0
synthetic_f801836c,200,1736315679,click,1.0
synthetic_f801836c,183,1731164439,view,1.0
synthetic_f801836c,165,1734599679,view,1.0
synthetic_f801836c,165,1727441499,click,1.0
synthetic_f801836c,211,1738119039,click,1.0
synthetic_f801836c,211,1736843139,view,1.0
synthetic_f801836c,211,1726232619,view,1.0
synthetic_f801836c,13,1732990779,view,1.0
synthetic_f801836c,13,1723435839,click,1.0
synthetic_f801836c,156,1729651959,click,1.0
synthetic_ca724655,154,1737199359,view,1.0
synthetic_ca724655,158,1723250319,click,1.0
synthetic_ca724655,13,1732744719,view,1.0
synthetic_ca724655,214,1738406079,view,1.0
synthetic_ca724655,214,1723968819,view,1.0
synthetic_ca724655,31,1733784279,view,1.0
synthetic_ca724655,31,1723599819,click,1.0
synthetic_ca724655,172,1734797859,view,1.0
synthetic_ca724655,172,1728505599,view,1.0
synthetic_ca724655,121,1729474779,view,1.0
synthetic_ca724655,123,1727308479,click,1.0
synthetic_ca724655,12,1731835779,view,1.0
synthetic_ca724655,12,1727237619,click,1.0
synthetic_ca724655,12,1735135899,click,1.0
synthetic_ca724655,14,1723987599,click,1.0
synthetic_ca724655,171,1737826539,click,1.0
synthetic_ca724655,171,1723715439,view,1.0
synthetic_ca724655,207,1723351719,view,1.0
synthetic_ca724655,207,1729404519,click,1.0
synthetic_ca724655,207,1736196279,view,1.0
synthetic_ca724655,115,1736252379,view,1.0
synthetic_ca724655,115,1738216659,view,1.0
synthetic_ca724655,115,1724234019,view,1.0
synthetic_ca724655,1,1730810019,view,1.0
synthetic_ca724655,1,1726854399,share,1.0
synthetic_ca724655,151,1735514259,view,1.0
synthetic_ca724655,151,1726360779,view,1.0
synthetic_ca724655,208,1727727819,view,1.0
synthetic_ca724655,208,1724051679,share,1.0
synthetic_ca724655,209,1734432519,view,1.0
synthetic_ca724655,209,1723144959,view,1.0
synthetic_ca724655,5,1727179659,click,1.0
synthetic_ca724655,179,1738107219,share,1.0
synthetic_ca724655,117,1727589039,view,1.0
synthetic_ca724655,128,1730547159,view,1.0
synthetic_ca724655,128,1734570459,share,1.0
synthetic_ca724655,185,1735140579,view,1.0
synthetic_ca724655,185,1732000239,view,1.0
synthetic_ca724655,185,1734538659,view,1.0
synthetic_ca724655,4,1735916439,click,1.0
synthetic_ca724655,10,1725416979,view,1.0
synthetic_ca724655,206,1731182739,view,1.0
synthetic_ca724655,206,1724554299,share,1.0
synthetic_ca724655,206,1733408979,click,1.0
synthetic_ca724655,116,1735388679,share,1.0
synthetic_ca724655,32,1735754439,share,1.0
synthetic_ca724655,32,1737515739,click,1.0
synthetic_ca724655,187,1724102439,view,1.0
synthetic_ca724655,187,1728409659,share,1.0
synthetic_ca724655,187,1732729659,view,1.0
synthetic_ca724655,19,1734656019,view,1.0
synthetic_ca724655,21,1738717299,view,1.0
synthetic_ca724655,28,1723788219,view,1.0
synthetic_ca724655,28,1736096139,view,1.0
synthetic_ca724655,28,1728928719,view,1.0
synthetic_ca724655,124,1728991419,click,1.0
synthetic_ca724655,193,1733023479,click,1.0
synthetic_ca724655,20,1734863679,view,1.0
synthetic_ca724655,20,1723912779,click,1.0
synthetic_ca724655,20,1726924179,view,1.0
synthetic_ca724655,212,1730617899,click,1.0
synthetic_ca724655,212,1734953679,view,1.0
synthetic_ca724655,160,1730228979,click,1.0
synthetic_a09b9ad9,4,1736336259,click,1.0
synthetic_a09b9ad9,4,1735696479,view,1.0
synthetic_a09b9ad9,4,1738404759,click,1.0
synthetic_a09b9ad9,164,1724968359,view,1.0
synthetic_a09b9ad9,164,1733264499,view,1.0
synthetic_a09b9ad9,114,1725614619,view,1.0
synthetic_a09b9ad9,128,1732548099,view,1.0
synthetic_a09b9ad9,128,1735794099,view,1.0
synthetic_a09b9ad9,128,1725596199,view,1.0
synthetic_a09b9ad9,177,1726770399,view,1.0
synthetic_a09b9ad9,177,1738325979,view,1.0
synthetic_a09b9ad9,177,1735866459,view,1.0
synthetic_a09b9ad9,126,1730947839,view,1.0
synthetic_a09b9ad9,27,1730895099,view,1.0
synthetic_a09b9ad9,189,1724927559,click,1.0
synthetic_a09b9ad9,189,1726711479,click,1.0
synthetic_a09b9ad9,130,1734660159,click,1.0
synthetic_a09b9ad9,130,1727702439,view,1.0
synthetic_a09b9ad9,130,1728611079,view,1.0
synthetic_a09b9ad9,192,1734179679,view,1.0
synthetic_a09b9ad9,183,1726801119,view,1.0
synthetic_a09b9ad9,185,1723434099,view,1.0
synthetic_a09b9ad9,185,1737368079,view,1.0
synthetic_a09b9ad9,119,1724255799,view,1.0
synthetic_a09b9ad9,119,1738321419,share,1.0
synthetic_a09b9ad9,119,1738072659,share,1.0
synthetic_a09b9ad9,175,1728373119,view,1.0
synthetic_a09b9ad9,18,1733559099,view,1.0
synthetic_a09b9ad9,18,1729232379,view,1.0
synthetic_a09b9ad9,18,1732650339,share,1.0
synthetic_a09b9ad9,204,1730435079,click,1.0
synthetic_a09b9ad9,204,1733119419,share,1.0
synthetic_a09b9ad9,7,1738427559,view,1.0
synthetic_a09b9ad9,207,1736723559,view,1.0
synthetic_a09b9ad9,207,1725215679,share,1.0
synthetic_a09b9ad9,29,1723990779,view,1.0
synthetic_a09b9ad9,167,1728508479,view,1.0
synthetic_a09b9ad9,167,1728815559,view,1.0
synthetic_a09b9ad9,167,1738546779,view,1.0
synthetic_a09b9ad9,23,1736409459,share,1.0
synthetic_a09b9ad9,117,1732161459,view,1.0
synthetic_a09b9ad9,117,1738149939,click,1.0
synthetic_a09b9ad9,117,1732735959,view,1.0
synthetic_a09b9ad9,13,1733041059,click,1.0
synthetic_a09b9ad9,19,1726255119,click,1.0
synthetic_a09b9ad9,19,1735418799,view,1.0
synthetic_a09b9ad9,19,1735048779,click,1.0
synthetic_a09b9ad9,173,1730580339,share,1.0
synthetic_a09b9ad9,21,1728892059,click,1.0
synthetic_a09b9ad9,21,1726212999,view,1.0
synthetic_a09b9ad9,11,1735822239,view,1.0
