"ITEM_ID","CATEGORY_L1","CATEGORY_L2","PRICE","DESCRIPTION","VENUE_CITY","VENUE_STATE","IS_ONLINE","TECHNICAL_LEVEL","CREATION_TIMESTAMP"
"13","Other","Other",0.0,"Join NYC Language Exchange Friends for a night filled with language exploration and cultural exchange. Whether you re practicing English as a Second Language or looking to meet new International Friends in town, this event is perfect for you! With a mix of fun activities, engaging conversations, and vibrant energy, this Language Culture Exchange Social Night is designed to connect people from various cultural backgrounds. Meet others who share a love for languages like Russian, Spanish, French, and English, and expand your social network in a welcoming atmosphere. Come and immerse yourself in a diverse evening of social networking and language exchange, perfect for both newcomers and seasoned participants. Don t miss out on this opportunity to make new friends, practice languages, and enjoy a night of fun and connection!","New York","NY",False,0.5,1737849639
"14","Other","Other",0.0,"Join the club to discuss Year of Yes by Shonda Rhimes and make vision boards!","Unknown","Unknown",False,0.5,1737850546
"15","Other","Other",0.0,".","Unknown","Unknown",False,0.5,1737850546
"16","Other","Other",0.0,"Family friendly children s magic matinee show. Appropriate for all ages.","Unknown","Unknown",False,0.5,1737850546
"17","Other","Other",0.0,"Are you a loud and proud Disney Adult? Then this silent disco s for you! Join us at 3rd Turn J-Town on January 31st!","Unknown","Unknown",False,0.5,1737850546
"18","Other","Other",0.0,"DJ AK and DJ Mr. Yeah are bringing the absolute best R B bangers to Mile Wide on Saturday, February 1st!","Unknown","Unknown",False,0.5,1737850546
"19","Other","Other",0.0,"Our classroom and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.","Unknown","Unknown",False,0.5,1737850546
"20","Other","Other",0.0,"For Pre-Teen Teen Miss Mrs. Contestants covering Interview Fitness Talent Gown Community Service","Unknown","Unknown",False,0.5,1737850546
"21","Other","Other",0.0,"Four awesome bands - Taken Lives, Vexatious, Blue Tongue, and The Sharp Stars - rocking out at Mag Bar!","Unknown","Unknown",False,0.5,1737850546
"22","Other","Other",0.0,"OnLine, OnDemand, EverGreen No Waiting! Start learning as soon as you register! Take it whenever you want! As many times as you want!!!","Unknown","Unknown",False,0.5,1737850546
"23","Other","Other",0.0,"More information on Date Night by Let s Roam","Unknown","Unknown",False,0.5,1737850546
"24","Other","Other",0.0,"Try someting new!! Come join us for a fun night of acrylic paint pouring at 3rd Turn Brewing on January 29th at 6 30 PM!","Unknown","Unknown",False,0.5,1737850546
"25","Other","Other",0.0,"A fun night of quick chats and potential connections for singles aged 30 to 55.","Unknown","Unknown",False,0.5,1737850546
"26","Other","Other",0.0,"Nobody s ever seen a Dracula this funny. Five or more actors play dozens of zany characters in a madcap take on the classic tale.","Unknown","Unknown",False,0.5,1737850546
"27","Other","Other",0.0,"Join our PMI-ACP Training and elevate your Agile skills! Our program offers official courseware, practice tests, and a 100 pass guarantee.","Unknown","Unknown",False,0.5,1737850546
"28","Other","Other",0.0,"All New Salesforce Administrator certifieation trainig by master Salesforce instructors and high quality course materials. Join Now.","Unknown","Unknown",False,0.5,1737850546
"29","Other","Other",0.0,"Enroll in our Lean Six Sigma Black Belt Certification Training for a guaranteed pass, Exam Voucher, and recognition equivalent to IASSC ASQ.","Unknown","Unknown",False,0.5,1737850546
"30","Other","Other",0.0,"Gain Lean Six Sigma Greenbelt Black Belt certifications with our comprehensive training. Expert instructors, flexible schedules and more.","Unknown","Unknown",False,0.5,1737850546
"31","Other","Other",0.0,"Prepare for the CISA Certification Exam with our specialized course Boost your IT security and assurance career! Assured to Run!","Unknown","Unknown",False,0.5,1737850546
"32","Other","Other",0.0,"Boost your career with our CAPM Training! Acquire project management skills, personalized study guides, and expert support.","Unknown","Unknown",False,0.5,1737850546
"111","Other","Other",0.0,"Ven a disfrutar del 14º Festival Anual de Salsa Rueda en San Francisco del 6 al 9 de febrero de 2025!","San Francisco","CA",False,0.5,1738205878
"112","Other","Other",0.0,"Bonnie Prince Billy comes to San Francisco with a performance at Grace Cathedral.","San Francisco","CA",False,0.5,1738205878
"113","Other","Other",0.0,"Assalamu Alaikum! NMLSA is pleased to announce its 2025 Annual Conference. This year s theme is Golden Gateways Bridging Faith and Law!","San Francisco","CA",False,0.5,1738205878
"114","Other","Other",0.0,"Saturday February 8 at Rickshaw Stop, S.F.","San Francisco","CA",False,0.5,1738205878
"115","Other","Other",0.0,"Bringing together people and ideas to drive impact through responsible tech.","San Francisco","CA",False,0.5,1738205878
"116","Other","Other",0.0,"SF Sketchfest The San Francisco Comedy Festival presents 3 weeks of non-stop live sketch, improv, stand-up, podcasts, reunions, and more!","San Francisco","CA",False,0.5,1738205878
"117","Other","Other",0.0,"SF Sketchfest The San Francisco Comedy Festival presents 3 weeks of non-stop live sketch, improv, stand-up, podcasts, reunions, and more!","San Francisco","CA",False,0.5,1738205878
"118","Other","Other",0.0,"SF Sketchfest The San Francisco Comedy Festival presents 3 weeks of non-stop live sketch, improv, stand-up, podcasts, reunions, and more!","San Francisco","CA",False,0.5,1738205878
"119","Other","Other",0.0,"Join us for a night of mesmerizing music and vibes with BEDOUIN at the Great Northern on February 8th, 2025!","San Francisco","CA",False,0.5,1738205878
"120","Other","Other",0.0,"Plus Supersonic! British Indie Dance Party in the other room","San Francisco","CA",False,0.5,1738205878
"121","Other","Other",0.0,"Tales of awe and astonishment, impressive discoveries and intriguing artifacts, and wonder and admiration found in unexpected.","San Francisco","CA",False,0.5,1738205878
"122","Other","Other",0.0,"SF Sketchfest The San Francisco Comedy Festival presents 3 weeks of non-stop live sketch, improv, stand-up, podcasts, reunions, and more!","San Francisco","CA",False,0.5,1738205878
"123","Other","Other",0.0,"Experience a taste of the group process conducted within Folsom Prison during this all gender gender non-conforming weekend intensive.","San Francisco","CA",False,0.5,1738205878
"124","Other","Other",0.0,"SF Sketchfest The San Francisco Comedy Festival presents 3 weeks of non-stop live sketch, improv, stand-up, podcasts, reunions, and more!","San Francisco","CA",False,0.5,1738205878
"125","Other","Other",0.0,"SF Sketchfest The San Francisco Comedy Festival presents 3 weeks of non-stop live sketch, improv, stand-up, podcasts, reunions, and more!","San Francisco","CA",False,0.5,1738205878
"126","Other","Other",0.0,"Halsey the Hi-Hats play jazz, swing, rock, and dance music with vintage style, specializing in the Great American Songbook.","San Francisco","CA",False,0.5,1738205878
"127","Other","Other",0.0,"Danse Lumière and the Sausalito Center For The Arts presents an innovative performance blending dance, music, and film.","Sausalito","CA",False,0.5,1738205878
"128","Other","Other",0.0,"Friday February 7th 2025 DJ Dials Club 6 NOTION 10pm 21 Only Table Reservations BottleService 1015.com","San Francisco","CA",False,0.5,1738205878
"129","Other","Other",0.0,"Plus Music For The Masses Dark 80s New Wave Nite in the other room","San Francisco","CA",False,0.5,1738205878
"130","Other","Other",0.0,"This Feb, learn the secrets of how an entrepreneur earned a multiple six figures in 12 months with a proven system and how you can too!","San Francisco","CA",False,0.5,1738205878
"148","Other","Other",0.0,"Please join us for a free curatorial tour of our current exhibitions at 6pm.","San Francisco","CA",False,0.5,1738208567
"149","Other","Other",0.0,"Find your somebody in 2025 with speed dating!","Louisville","KY",False,0.5,1738211992
"150","Other","Other",0.0,"Single, Coupled, LGBTQUIA or Straight, who cares? You ll have the most fun ever on a Friday as you choose a side and help your queendom win!","Louisville","KY",False,0.5,1738211992
"151","Other","Other",0.0,"Our Restorative Yoga and Meditation event allows you to release stress and rejuvenate your mind, body, and soul in a peaceful setting.","Louisville","KY",False,0.5,1738211992
"152","Other","Other",0.0,"Single, Coupled, LGBTQUIA or Straight, who cares? You ll have the most fun ever on a Friday as you choose a side and help your queendom win!","Louisville","KY",False,0.5,1738211992
"153","Other","Other",0.0,"No experience needed and beginners are welcome! Join us for a paint and sip.","Louisville","KY",False,0.5,1738211992
"154","Other","Other",0.0,"From sugar washes to grain mashes, discover distilling secrets. Equip yourself with skills in instruments, recipes, cutting, and proofing.","New Albany","IN",False,0.5,1738211992
"155","Other","Other",0.0,"Gather your girlfriends and create a unique ceramic Charcuterie Board with Crushed Glass and Resin!","Louisville","KY",False,0.5,1738211992
"156","Other","Other",0.0,"More information on Date Night by Let s Roam","Louisville","KY",False,0.5,1738211992
"157","Other","Other",0.0,"Get ready to become a tree planting pro at our Citizen Forester 101 Training!","Louisville","KY",False,0.5,1738211992
"158","Other","Other",0.0,"Come hang out at Common Convo Open House, 2025 announcements, where we chat, connect, and have a good time together!","Jeffersonville","IN",False,0.5,1738211992
"159","Other","Other",0.0,"This is the February installment of TALK s AI Think Tank for 2025. This is alive event, in-person at 9300 Shelbyville Road, 12th Floor.","Louisville","KY",False,0.5,1738211992
"160","Other","Other",0.0,"HeART Stories is a GRAND Family and Community-centered celebration of peace, love, and joyful learning and Side by Side s primary fundraiser","Louisville","KY",False,0.5,1738211992
"161","Other","Other",0.0,"Discover Tomorrow s Talent","Louisville","KY",False,0.5,1738211992
"162","Other","Other",0.0,"OnLine, OnDemand, EverGreen No Waiting! Start learning as soon as you register! Take it whenever you want! As many times as you want!!!","Louisville","KY",False,0.5,1738211992
"163","Other","Other",0.0,"OnLine, OnDemand, EverGreen No Waiting! Start learning as soon as you register! Take it whenever you want! As many times as you want!!!","Louisville","KY",False,0.5,1738211992
"164","Other","Other",0.0,"An epic D D campaign brings Agnes closer to her sister. Fantasy meets dramatic comedy in this homage to the geek and warrior within us all.","Louisville","KY",False,0.5,1738211992
"165","Other","Other",0.0,"Embrace self-love and treat yourself! Join us for a delightful tasting of healthy aphrodisiac drinks and foods.","Louisville","KY",False,0.5,1738211992
"166","Other","Other",0.0,"Ven a disfrutar de los sábados latinos en Locos con la mejor música, baile y ambiente! No te lo pierdas!","Louisville","KY",False,0.5,1738211992
"167","Other","Other",0.0,"We re back at Hi-Wire for a Kendrick Friends Silent Disco! We ll see you on Friday, February 7th from 8 - 11!","Louisville","KY",False,0.5,1738211992
"168","Other","Other",0.0,"Get ready to level up your skills in construction project management with our intensive 2-day training session!","Louisville","KY",False,0.5,1738211992
"171","Other","Other",0.0,"","Louisville","KY",False,0.5,1738212942
"172","Other","Other",0.0,"","Louisville","KY",False,0.5,1738212950
"173","Other","Other",0.0,"","Louisville","KY",False,0.5,1738212950
"174","Other","Other",0.0,"","Louisville","KY",False,0.5,1738212950
"175","Other","Other",0.0,"","Louisville","KY",False,0.5,1738212950
"176","Other","Other",0.0,"","Louisville","KY",False,0.5,1738212950
"177","Other","Other",0.0,"","Louisville","KY",False,0.5,1738212950
"178","Other","Other",0.0,"Get ready to pamper yourself and your besties at our Barefaced Boujee event - a day of beauty, wellness, and good vibes!","Jeffersonville","IN",False,0.5,1738214564
"179","Other","Other",0.0,"Join us for 5 days of hands-on workshops, expert advice, and networking opportunities to help you grow your business like never before!","New Albany","IN",False,0.5,1738214564
"180","Other","Other",0.0,"Come join us for a day of reconnecting with your inner child, healing old wounds, and rediscovering joy and playfulness within yourself.","Louisville","KY",False,0.5,1738214564
"181","Other","Other",0.0,"","Louisville","KY",False,0.5,1738214564
"182","Other","Other",0.0,"Are you ready to spark some connections and have a blast at our Ignite Singles Game night - where fun and flirting go hand in hand!","Louisville","KY",False,0.5,1738269885
"183","Other","Other",0.0,"A five-course dinner, with expertly paired food and wines, hosted by chef Wesley Powell","Louisville","KY",False,0.5,1738269885
"184","Other","Other",0.0,"Get ready to party under the stars at Aquarius Bash 2025 - a night of fun, music, and a good Vybe..!!","Louisville","KY",False,0.5,1738269885
"185","Other","Other",0.0,"A new dating experience for people ready to find a relationship. Come to an event and get the app!","Louisville","KY",False,0.5,1738269885
"186","Other","Other",0.0,"A soothing sound bath to nurture self-love, inner peace, and connection with your heart.","Louisville","KY",False,0.5,1738269885
"187","Other","Other",0.0,"Direct from Las Vegas The Best Girls Night Ever is coming to New Albany! Tickets on Sale Now! 21 Doors Open 7pm","New Albany","IN",False,0.5,1738269885
"188","Other","Other",0.0,"","Louisville","KY",False,0.5,1738269885
"189","Other","Other",0.0,"","Louisville","KY",False,0.5,1738270009
"1","music","music",0.0,"Description 1","City 1","State 1",False,0.5,1738640472
"2","tech","tech",0.0,"Description 2","City 2","State 2",False,0.5,1738640472
